"ID","X","Y","Elevation","Distance (Segment)","Distance (Total)","Distance 3D (Segment)","Distance 3D (Total)","Slope (Degrees)","Slope (Percent)","Segment Index"
558,110.4728618208,-7.5393491923,1569.75,51.696,28794.6,60.601,29666,31.5,61.2%,1
559,110.4733302354,-7.5393491692,1521.619,51.696,28846.3,70.633,29736.7,43.0,93.1%,1
560,110.4737986501,-7.5393491456,1514.107,51.696,28898,52.239,29788.9,8.3,14.5%,1
561,110.4742670648,-7.5393491216,1518.73,51.696,28949.7,51.902,29840.8,5.1,8.9%,1
562,110.4747354795,-7.5393490970,1511.927,51.696,29001.4,52.142,29892.9,7.5,13.2%,1
563,110.4752038942,-7.5393490719,1459.116,51.696,29053.1,73.902,29966.8,45.6,102.2%,1
564,110.4756723089,-7.5393490464,1434.198,51.696,29104.8,57.388,30024.2,25.7,48.2%,1
565,110.4761407235,-7.5393490203,1415.147,51.696,29156.5,55.094,30079.3,20.2,36.9%,1
566,110.4766091382,-7.5393489937,1421.751,51.696,29208.2,52.116,30131.4,7.3,12.8%,1
567,110.4770775529,-7.5393489666,1423.08,51.696,29259.9,51.713,30183.1,1.5,2.6%,1
568,110.4775459676,-7.5393489391,1414.89,51.696,29311.6,52.341,30235.5,9.0,15.8%,1
569,110.4780143823,-7.5393489110,1410.675,51.696,29363.3,51.867,30287.4,4.7,8.2%,1
570,110.4784827970,-7.5393488824,1402.124,51.696,29415,52.398,30339.8,9.4,16.5%,1
571,110.4789512116,-7.5393488533,1392.866,51.696,29466.7,52.518,30392.3,10.2,17.9%,1
572,110.4794196263,-7.5393488237,1381.488,51.696,29518.3,52.933,30445.2,12.4,22.0%,1
573,110.4798880410,-7.5393487937,1378.245,51.696,29570,51.798,30497,3.6,6.3%,1
574,110.4803564557,-7.5393487631,1383.95,51.696,29621.7,52.01,30549,6.3,11.0%,1
575,110.4808248704,-7.5393487320,1384.411,51.696,29673.4,51.698,30600.7,0.5,0.9%,1
576,110.4812932851,-7.5393487004,1380.579,51.696,29725.1,51.838,30652.5,4.2,7.4%,1
577,110.4817616997,-7.5393486683,1382.085,51.696,29776.8,51.718,30704.3,1.7,2.9%,1
578,110.4822301144,-7.5393486357,1381.337,51.696,29828.5,51.701,30756,0.8,1.4%,1
579,110.4826985291,-7.5393486026,1370.141,51.696,29880.2,52.894,30808.9,12.2,21.7%,1
580,110.4831669438,-7.5393485690,1365.612,51.696,29931.9,51.894,30860.8,5.0,8.8%,1
581,110.4836353585,-7.5393485349,1359.885,51.696,29983.6,52.012,30912.8,6.3,11.1%,1
582,110.4841037732,-7.5393485003,1362.697,51.696,30035.3,51.772,30964.5,3.1,5.4%,1
583,110.4845721878,-7.5393484652,1362.676,51.696,30087,51.696,31016.2,0.0,0.0%,1
584,110.4850406025,-7.5393484296,1360.8,51.696,30138.7,51.73,31068,2.1,3.6%,1
585,110.4855090172,-7.5393483935,1348.354,51.696,30190.4,53.173,31121.1,13.5,24.1%,1
586,110.4859774319,-7.5393483569,1322.097,51.696,30242.1,57.982,31179.1,26.9,50.8%,1
587,110.4864458466,-7.5393483198,1297.691,51.696,30293.8,57.168,31236.3,25.3,47.2%,1
588,110.4869142613,-7.5393482822,1273.48,51.696,30345.5,57.084,31293.4,25.1,46.8%,1
589,110.4873826759,-7.5393482441,1265.482,51.696,30397.2,52.311,31345.7,8.8,15.5%,1
590,110.4878510906,-7.5393482055,1259.749,51.696,30448.9,52.013,31397.7,6.3,11.1%,1
591,110.4883195053,-7.5393481664,1265.166,51.696,30500.6,51.979,31449.7,6.0,10.5%,1
592,110.4887879200,-7.5393481268,1271.859,51.696,30552.3,52.127,31501.8,7.4,12.9%,1
593,110.4892563347,-7.5393480867,1285.884,51.696,30604,53.565,31555.4,15.2,27.1%,1
594,110.4897247493,-7.5393480461,1287.332,51.696,30655.7,51.716,31607.1,1.6,2.8%,1
595,110.4901931640,-7.5393480049,1281.722,51.696,30707.4,51.999,31659.1,6.2,10.9%,1
596,110.4906615787,-7.5393479633,1271.495,51.696,30759,52.698,31711.8,11.2,19.8%,1
597,110.4911299934,-7.5393479212,1264.076,51.696,30810.7,52.226,31764,8.2,14.4%,1
598,110.4915984081,-7.5393478786,1256.806,51.696,30862.4,52.204,31816.2,8.0,14.1%,1
599,110.4920668228,-7.5393478355,1247.322,51.696,30914.1,52.559,31868.8,10.4,18.3%,1
600,110.4925352374,-7.5393477918,1235.405,51.696,30965.8,53.052,31921.8,13.0,23.1%,1
601,110.4930036521,-7.5393477477,1230.228,51.696,31017.5,51.954,31973.8,5.7,10.0%,1
602,110.4934720668,-7.5393477031,1221.238,51.696,31069.2,52.472,32026.2,9.9,17.4%,1
603,110.4939404815,-7.5393476580,1215.939,51.696,31120.9,51.967,32078.2,5.9,10.2%,1
604,110.4944088962,-7.5393476123,1207.675,51.696,31172.6,52.352,32130.6,9.1,16.0%,1
605,110.4948773108,-7.5393475662,1190.432,51.696,31224.3,54.496,32185.1,18.4,33.4%,1
606,110.4953457255,-7.5393475196,1181.013,51.696,31276,52.547,32237.6,10.3,18.2%,1
607,110.4958141402,-7.5393474724,1172.823,51.696,31327.7,52.34,32289.9,9.0,15.8%,1
608,110.4962825549,-7.5393474248,1172.21,51.696,31379.4,51.7,32341.6,0.7,1.2%,1
609,110.4967509696,-7.5393473767,1169.579,51.696,31431.1,51.763,32393.4,2.9,5.1%,1
610,110.4972193842,-7.5393473280,1152.963,51.696,31482.8,54.301,32447.7,17.8,32.1%,1
611,110.4976877989,-7.5393472789,1131.852,51.696,31534.5,55.84,32503.6,22.2,40.8%,1
612,110.4981562136,-7.5393472293,1120.336,51.696,31586.2,52.963,32556.5,12.6,22.3%,1
613,110.4986246283,-7.5393471791,1116.977,51.696,31637.9,51.805,32608.3,3.7,6.5%,1
614,110.4990930430,-7.5393471285,1111.557,51.696,31689.6,51.979,32660.3,6.0,10.5%,1
615,110.4995614576,-7.5393470773,1109.05,51.696,31741.3,51.757,32712.1,2.8,4.9%,1
616,110.5000298723,-7.5393470257,1084.279,51.696,31793,57.324,32769.4,25.6,47.9%,1
617,110.5004982870,-7.5393469735,1074.972,51.696,31844.7,52.527,32821.9,10.2,18.0%,1
618,110.5009667017,-7.5393469209,1074.751,51.696,31896.4,51.696,32873.6,0.2,0.4%,1
619,110.5014351164,-7.5393468677,1079.195,51.696,31948.1,51.887,32925.5,4.9,8.6%,1
620,110.5019035310,-7.5393468141,1090.65,51.696,31999.7,52.95,32978.4,12.5,22.2%,1
621,110.5023719457,-7.5393467599,1092.144,51.696,32051.4,51.717,33030.2,1.7,2.9%,1
622,110.5028403604,-7.5393467053,1088.036,51.696,32103.1,51.859,33082,4.5,7.9%,1
623,110.5033087751,-7.5393466501,1082.383,51.696,32154.8,52.004,33134,6.2,10.9%,1
624,110.5037771898,-7.5393465945,1082.248,51.696,32206.5,51.696,33185.7,0.1,0.3%,1
625,110.5042456044,-7.5393465383,1079.495,51.696,32258.2,51.769,33237.5,3.0,5.3%,1
626,110.5047140191,-7.5393464817,1070.797,51.696,32309.9,52.423,33289.9,9.6,16.8%,1
627,110.5051824338,-7.5393464245,1064.373,51.696,32361.6,52.093,33342,7.1,12.4%,1
628,110.5056508485,-7.5393463668,1062.183,51.696,32413.3,51.742,33393.7,2.4,4.2%,1
629,110.5061192631,-7.5393463087,1056.529,51.696,32465,52.004,33445.7,6.2,10.9%,1
630,110.5065876778,-7.5393462500,1050.037,51.696,32516.7,52.102,33497.8,7.2,12.6%,1
631,110.5070560925,-7.5393461908,1042.706,51.696,32568.4,52.213,33550.1,8.1,14.2%,1
632,110.5075245072,-7.5393461312,1036.204,51.696,32620.1,52.103,33602.2,7.2,12.6%,1
633,110.5079929219,-7.5393460710,1033.743,51.696,32671.8,51.754,33653.9,2.7,4.8%,1
634,110.5084613365,-7.5393460103,1029.611,51.696,32723.5,51.861,33705.8,4.6,8.0%,1
635,110.5089297512,-7.5393459492,1023.308,51.696,32775.2,52.079,33757.9,7.0,12.2%,1
636,110.5093981659,-7.5393458875,1019.097,51.696,32826.9,51.867,33809.7,4.7,8.1%,1
637,110.5098665806,-7.5393458253,1012.882,51.696,32878.6,52.068,33861.8,6.9,12.0%,1
638,110.5103349952,-7.5393457626,1007.28,51.696,32930.3,51.998,33913.8,6.2,10.8%,1
639,110.5108034099,-7.5393456995,994.712,51.696,32982,53.202,33967,13.7,24.3%,1
640,110.5112718246,-7.5393456358,993.38,51.696,33033.7,51.713,34018.7,1.5,2.6%,1
641,110.5117402393,-7.5393455716,993.755,51.696,33085.4,51.697,34070.4,0.4,0.7%,1
642,110.5122086540,-7.5393455069,987.209,51.696,33137.1,52.109,34122.5,7.2,12.7%,1
643,110.5126770686,-7.5393454417,981.38,51.696,33188.8,52.023,34174.5,6.4,11.3%,1
644,110.5131454833,-7.5393453761,973.618,51.696,33240.4,52.275,34226.8,8.5,15.0%,1
645,110.5136138980,-7.5393453099,967.381,51.696,33292.1,52.071,34278.9,6.9,12.1%,1
646,110.5140823127,-7.5393452432,961.592,51.696,33343.8,52.019,34330.9,6.4,11.2%,1
647,110.5145507273,-7.5393451760,959.061,51.696,33395.5,51.758,34382.7,2.8,4.9%,1
648,110.5150191420,-7.5393451083,957.092,51.696,33447.2,51.733,34434.4,2.2,3.8%,1
649,110.5154875567,-7.5393450401,955.092,51.696,33498.9,51.735,34486.1,2.2,3.9%,1
650,110.5159559714,-7.5393449714,950.917,51.696,33550.6,51.864,34538,4.6,8.1%,1
651,110.5164243860,-7.5393449022,948.361,51.696,33602.3,51.759,34589.8,2.8,4.9%,1
652,110.5168928007,-7.5393448325,939.699,51.696,33654,52.416,34642.2,9.5,16.8%,1
653,110.5173612154,-7.5393447623,933.679,51.696,33705.7,52.045,34694.2,6.6,11.6%,1
654,110.5178296301,-7.5393446916,929.32,51.696,33757.4,51.879,34746.1,4.8,8.4%,1
655,110.5182980447,-7.5393446204,924.3,51.696,33809.1,51.939,34798,5.5,9.7%,1
656,110.5187664594,-7.5393445487,918.964,51.696,33860.8,51.97,34850,5.9,10.3%,1
657,110.5192348741,-7.5393444765,915.834,51.696,33912.5,51.791,34901.8,3.5,6.1%,1
658,110.5197032888,-7.5393444038,911.949,51.696,33964.2,51.842,34953.6,4.3,7.5%,1
659,110.5201717034,-7.5393443306,904.436,51.696,34015.9,52.239,35005.9,8.3,14.5%,1
660,110.5206401181,-7.5393442569,904.082,51.696,34067.6,51.697,35057.6,0.4,0.7%,1
661,110.5211085328,-7.5393441827,900.753,51.696,34119.3,51.803,35109.4,3.7,6.4%,1
662,110.5215769474,-7.5393441080,895.724,51.696,34171,51.94,35161.3,5.6,9.7%,1
663,110.5220453621,-7.5393440328,890.504,51.696,34222.7,51.959,35213.3,5.8,10.1%,1
664,110.5225137768,-7.5393439571,885.525,51.696,34274.4,51.935,35265.2,5.5,9.6%,1
665,110.5229821915,-7.5393438809,880.152,51.696,34326.1,51.974,35317.2,5.9,10.4%,1
666,110.5234506061,-7.5393438041,871.91,51.696,34377.8,52.349,35369.5,9.1,15.9%,1
667,110.5239190208,-7.5393437269,869.735,51.696,34429.5,51.742,35421.3,2.4,4.2%,1
668,110.5243874355,-7.5393436492,865.672,51.696,34481.2,51.855,35473.1,4.5,7.9%,1
669,110.5248558502,-7.5393435710,861.849,51.696,34532.8,51.837,35525,4.2,7.4%,1
670,110.5253242648,-7.5393434923,856.286,51.696,34584.5,51.994,35577,6.1,10.8%,1
671,110.5257926795,-7.5393434130,853.315,51.696,34636.2,51.781,35628.7,3.3,5.7%,1
672,110.5262610942,-7.5393433333,851.004,51.696,34687.9,51.748,35680.5,2.6,4.5%,1
673,110.5267295088,-7.5393432531,842.816,51.696,34739.6,52.34,35732.8,9.0,15.8%,1
674,110.5271979235,-7.5393431724,843.377,51.696,34791.3,51.699,35784.5,0.6,1.1%,1
675,110.5276663382,-7.5393430911,839.246,51.696,34843,51.861,35836.4,4.6,8.0%,1
676,110.5281347529,-7.5393430094,836.814,51.696,34894.7,51.753,35888.1,2.7,4.7%,1
677,110.5286031675,-7.5393429272,835.78,51.696,34946.4,51.706,35939.8,1.1,2.0%,1
678,110.5290715822,-7.5393428444,833.732,51.696,34998.1,51.736,35991.6,2.3,4.0%,1
679,110.5295399969,-7.5393427612,829.558,51.696,35049.8,51.864,36043.4,4.6,8.1%,1
680,110.5300084115,-7.5393426775,827.454,51.696,35101.5,51.739,36095.2,2.3,4.1%,1
681,110.5304768262,-7.5393425932,826.575,51.696,35153.2,51.703,36146.9,1.0,1.7%,1
682,110.5309452409,-7.5393425085,821.892,51.696,35204.9,51.907,36198.8,5.2,9.1%,1
683,110.5314136556,-7.5393424233,814.414,51.696,35256.6,52.234,36251,8.2,14.5%,1
684,110.5318820702,-7.5393423375,810.103,51.696,35308.3,51.875,36302.9,4.8,8.3%,1
685,110.5323504849,-7.5393422513,807.275,51.696,35360,51.773,36354.7,3.1,5.5%,1
686,110.5328188996,-7.5393421645,803.368,51.696,35411.7,51.843,36406.5,4.3,7.6%,1
687,110.5332873142,-7.5393420773,802.007,51.696,35463.4,51.714,36458.2,1.5,2.6%,1
688,110.5337557289,-7.5393419895,797.176,51.696,35515.1,51.921,36510.2,5.3,9.3%,1
689,110.5342241436,-7.5393419013,790.586,51.696,35566.8,52.114,36562.3,7.3,12.7%,1
690,110.5346925582,-7.5393418125,787.874,51.696,35618.5,51.767,36614,3.0,5.2%,1
691,110.5351609729,-7.5393417233,781.464,51.696,35670.2,52.092,36666.1,7.1,12.4%,1
692,110.5356293876,-7.5393416335,770.763,51.696,35721.9,52.792,36718.9,11.7,20.7%,1
693,110.5360978022,-7.5393415433,763.716,51.696,35773.5,52.174,36771.1,7.8,13.6%,1
694,110.5365662169,-7.5393414525,758.001,51.696,35825.2,52.011,36823.1,6.3,11.1%,1
695,110.5370346316,-7.5393413613,752.738,51.696,35876.9,51.963,36875.1,5.8,10.2%,1
696,110.5375030462,-7.5393412695,749.861,51.696,35928.6,51.776,36926.8,3.2,5.6%,1
697,110.5379714609,-7.5393411773,748.836,51.696,35980.3,51.706,36978.6,1.1,2.0%,1
698,110.5384398756,-7.5393410845,745.421,51.696,36032,51.809,37030.4,3.8,6.6%,1
699,110.5389082902,-7.5393409912,743.649,51.696,36083.7,51.726,37082.1,2.0,3.4%,1
700,110.5393767049,-7.5393408975,740.579,51.696,36135.4,51.787,37133.9,3.4,5.9%,1
701,110.5398451196,-7.5393408032,735.742,51.696,36187.1,51.922,37185.8,5.3,9.4%,1
702,110.5403135342,-7.5393407084,731.337,51.696,36238.8,51.883,37237.7,4.9,8.5%,1
703,110.5407819489,-7.5393406132,729.374,51.696,36290.5,51.733,37289.4,2.2,3.8%,1
704,110.5412503636,-7.5393405174,725.244,51.696,36342.2,51.861,37341.3,4.6,8.0%,1
705,110.5417187782,-7.5393404211,720.999,51.696,36393.9,51.87,37393.1,4.7,8.2%,1
706,110.5421871929,-7.5393403244,717.627,51.696,36445.6,51.806,37444.9,3.7,6.5%,1
707,110.5426556076,-7.5393402271,714.815,51.696,36497.3,51.772,37496.7,3.1,5.4%,1
708,110.5431240222,-7.5393401293,715.778,51.696,36549,51.705,37548.4,1.1,1.9%,1
709,110.5435924369,-7.5393400310,713.801,51.696,36600.7,51.734,37600.2,2.2,3.8%,1
710,110.5440608516,-7.5393399323,709.371,51.696,36652.4,51.885,37652,4.9,8.6%,1
711,110.5445292662,-7.5393398330,705.142,51.696,36704.1,51.869,37703.9,4.7,8.2%,1
712,110.5449976809,-7.5393397332,702.388,51.696,36755.8,51.769,37755.7,3.0,5.3%,1
713,110.5454660956,-7.5393396329,702.868,51.696,36807.5,51.698,37807.4,0.5,0.9%,1
714,110.5459345102,-7.5393395321,699.338,51.696,36859.2,51.816,37859.2,3.9,6.8%,1
715,110.5464029249,-7.5393394309,695.636,51.696,36910.9,51.828,37911,4.1,7.2%,1
716,110.5468713395,-7.5393393291,692.363,51.696,36962.6,51.799,37962.8,3.6,6.3%,1
717,110.5473397542,-7.5393392268,684.987,51.696,37014.2,52.219,38015,8.1,14.3%,1
718,110.5478081689,-7.5393391240,679.157,51.696,37065.9,52.024,38067.1,6.4,11.3%,1
719,110.5482765835,-7.5393390207,673.184,51.696,37117.6,52.04,38119.1,6.6,11.6%,1
720,110.5487449982,-7.5393389169,669.656,51.696,37169.3,51.816,38170.9,3.9,6.8%,1
721,110.5492134129,-7.5393388126,664.842,51.696,37221,51.92,38222.8,5.3,9.3%,1
722,110.5496818275,-7.5393387078,658.436,51.696,37272.7,52.091,38274.9,7.1,12.4%,1
723,110.5501502422,-7.5393386025,653.965,51.696,37324.4,51.889,38326.8,4.9,8.6%,1
724,110.5506186568,-7.5393384967,647.856,51.696,37376.1,52.056,38378.9,6.7,11.8%,1
725,110.5510870715,-7.5393383904,647.074,51.696,37427.8,51.702,38430.6,0.9,1.5%,1
726,110.5515554862,-7.5393382836,645.8,51.696,37479.5,51.712,38482.3,1.4,2.5%,1
727,110.5520239008,-7.5393381763,640.428,51.696,37531.2,51.974,38534.3,5.9,10.4%,1
728,110.5524923155,-7.5393380685,637.883,51.696,37582.9,51.758,38586,2.8,4.9%,1
729,110.5529607301,-7.5393379602,634.893,51.696,37634.6,51.782,38637.8,3.3,5.8%,1
730,110.5534291448,-7.5393378514,629.039,51.696,37686.3,52.026,38689.8,6.5,11.3%,1
731,110.5538975595,-7.5393377421,626.643,51.696,37738,51.751,38741.6,2.7,4.6%,1
732,110.5543659741,-7.5393376323,621.886,51.696,37789.7,51.914,38793.5,5.3,9.2%,1
733,110.5548343888,-7.5393375220,621.614,51.696,37841.4,51.697,38845.2,0.3,0.5%,1
734,110.5553028034,-7.5393374112,620.15,51.696,37893.1,51.717,38896.9,1.6,2.8%,1
735,110.5557712181,-7.5393372999,615.62,51.696,37944.8,51.894,38948.8,5.0,8.8%,1
736,110.5562396328,-7.5393371881,612.689,51.696,37996.5,51.779,39000.6,3.2,5.7%,1
737,110.5567080474,-7.5393370757,610.058,51.696,38048.2,51.763,39052.3,2.9,5.1%,1
738,110.5571764621,-7.5393369629,611.222,51.696,38099.9,51.709,39104.1,1.3,2.3%,1
739,110.5576448767,-7.5393368496,611.371,51.696,38151.6,51.696,39155.8,0.2,0.3%,1
740,110.5581132914,-7.5393367358,610.324,51.696,38203.3,51.706,39207.5,1.2,2.0%,1
741,110.5585817060,-7.5393366215,605.1,51.696,38255,51.959,39259.4,5.8,10.1%,1
742,110.5590501207,-7.5393365066,596.515,51.696,38306.6,52.404,39311.8,9.4,16.6%,1
743,110.5595185354,-7.5393363913,590.593,51.696,38358.3,52.034,39363.9,6.5,11.5%,1
744,110.5599869500,-7.5393362755,590.658,51.696,38410,51.696,39415.6,0.1,0.1%,1
745,110.5604553647,-7.5393361592,588.859,51.696,38461.7,51.727,39467.3,2.0,3.5%,1
746,110.5609237793,-7.5393360423,587.455,51.696,38513.4,51.715,39519,1.6,2.7%,1
747,110.5613921940,-7.5393359250,586.748,51.696,38565.1,51.701,39570.7,0.8,1.4%,1
748,110.5618606086,-7.5393358072,582.604,51.696,38616.8,51.862,39622.6,4.6,8.0%,1
749,110.5623290233,-7.5393356888,581.073,51.696,38668.5,51.719,39674.3,1.7,3.0%,1
750,110.5627974380,-7.5393355700,579.028,51.696,38720.2,51.736,39726,2.3,4.0%,1
751,110.5632658526,-7.5393354507,578.932,51.696,38771.9,51.696,39777.7,0.1,0.2%,1
752,110.5637342673,-7.5393353308,575.247,51.696,38823.6,51.827,39829.5,4.1,7.1%,1
753,110.5642026819,-7.5393352105,570.818,51.696,38875.3,51.885,39881.4,4.9,8.6%,1
754,110.5646710966,-7.5393350897,570.026,51.696,38927,51.702,39933.1,0.9,1.5%,1
755,110.5651395112,-7.5393349683,570.081,51.696,38978.7,51.696,39984.8,0.1,0.1%,1
756,110.5656079259,-7.5393348465,560.224,51.696,39030.4,52.627,40037.4,10.8,19.1%,1
757,110.5660763405,-7.5393347241,560.069,51.696,39082.1,51.696,40089.1,0.2,0.3%,1
758,110.5665447552,-7.5393346013,559.878,51.696,39133.8,51.696,40140.8,0.2,0.4%,1
759,110.5670131698,-7.5393344779,558.052,51.696,39185.5,51.728,40192.6,2.0,3.5%,1
760,110.5674815845,-7.5393343541,559.141,51.696,39237.2,51.707,40244.3,1.2,2.1%,1
761,110.5679499991,-7.5393342297,554.52,51.696,39288.9,51.902,40296.2,5.1,8.9%,1
762,110.5684184138,-7.5393341049,551.306,51.696,39340.6,51.796,40348,3.6,6.2%,1
763,110.5688868284,-7.5393339795,551.007,51.696,39392.3,51.697,40399.7,0.3,0.6%,1
764,110.5693552431,-7.5393338537,546.362,51.696,39444,51.904,40451.6,5.1,9.0%,1
765,110.5698236577,-7.5393337273,544.797,51.696,39495.7,51.72,40503.3,1.7,3.0%,1
766,110.5702920724,-7.5393336005,543.317,51.696,39547.3,51.717,40555,1.6,2.9%,1
767,110.5707604871,-7.5393334731,540.767,51.696,39599,51.759,40606.8,2.8,4.9%,1
768,110.5712289017,-7.5393333453,538.454,51.696,39650.7,51.748,40658.5,2.6,4.5%,1
769,110.5716973164,-7.5393332169,537.69,51.696,39702.4,51.702,40710.2,0.8,1.5%,1
770,110.5721657310,-7.5393330880,536.163,51.696,39754.1,51.718,40761.9,1.7,3.0%,1
771,110.5726341457,-7.5393329587,531.181,51.696,39805.8,51.935,40813.9,5.5,9.6%,1
772,110.5731025603,-7.5393328288,525.831,51.696,39857.5,51.972,40865.8,5.9,10.3%,1
773,110.5735709749,-7.5393326984,525.167,51.696,39909.2,51.7,40917.5,0.7,1.3%,1
774,110.5740393896,-7.5393325676,524.274,51.696,39960.9,51.704,40969.2,1.0,1.7%,1
775,110.5745078042,-7.5393324362,521.772,51.696,40012.6,51.756,41021,2.8,4.8%,1
776,110.5749762189,-7.5393323043,519.171,51.696,40064.3,51.761,41072.8,2.9,5.0%,1
777,110.5754446335,-7.5393321720,515.157,51.696,40116,51.852,41124.6,4.4,7.8%,1
778,110.5759130482,-7.5393320391,514.254,51.696,40167.7,51.704,41176.3,1.0,1.7%,1
779,110.5763814628,-7.5393319057,512.826,51.696,40219.4,51.716,41228,1.6,2.8%,1
780,110.5768498775,-7.5393317718,511.492,51.696,40271.1,51.713,41279.7,1.5,2.6%,1
781,110.5773182921,-7.5393316375,508.266,51.696,40322.8,51.796,41331.5,3.6,6.2%,1
782,110.5777867068,-7.5393315026,506.342,51.696,40374.5,51.732,41383.3,2.1,3.7%,1
783,110.5782551214,-7.5393313672,504.115,51.696,40426.2,51.744,41435,2.5,4.3%,1
784,110.5787235361,-7.5393312313,502.191,51.696,40477.9,51.732,41486.7,2.1,3.7%,1
785,110.5791919507,-7.5393310949,499,51.696,40529.6,51.794,41538.5,3.5,6.2%,1
786,110.5796603654,-7.5393309581,497.445,51.696,40581.3,51.719,41590.3,1.7,3.0%,1
787,110.5801287800,-7.5393308207,494.536,51.696,40633,51.778,41642,3.2,5.6%,1
788,110.5805971946,-7.5393306828,494.238,51.696,40684.7,51.697,41693.7,0.3,0.6%,1
789,110.5810656093,-7.5393305444,495.247,51.696,40736.4,51.706,41745.4,1.1,2.0%,1
790,110.5815340239,-7.5393304055,487.5,51.696,40788,52.273,41797.7,8.5,15.0%,1
791,110.5820024386,-7.5393302661,486.497,51.696,40839.7,51.706,41849.4,1.1,1.9%,1
792,110.5824708532,-7.5393301262,485.033,51.696,40891.4,51.717,41901.1,1.6,2.8%,1
793,110.5829392679,-7.5393299858,482.585,51.696,40943.1,51.754,41952.9,2.7,4.7%,1
794,110.5834076825,-7.5393298449,482.89,51.696,40994.8,51.697,42004.6,0.3,0.6%,1
795,110.5838760972,-7.5393297035,481.239,51.696,41046.5,51.722,42056.3,1.8,3.2%,1
796,110.5843445118,-7.5393295616,478.744,51.696,41098.2,51.756,42108.1,2.8,4.8%,1
797,110.5848129264,-7.5393294192,476.057,51.696,41149.9,51.766,42159.8,3.0,5.2%,1
798,110.5852813411,-7.5393292763,470.754,51.696,41201.6,51.967,42211.8,5.9,10.3%,1
799,110.5857497557,-7.5393291329,469.477,51.696,41253.3,51.712,42263.5,1.4,2.5%,1
800,110.5862181704,-7.5393289890,464.229,51.696,41305,51.962,42315.5,5.8,10.2%,1
801,110.5866865850,-7.5393288446,464.572,51.696,41356.7,51.697,42367.2,0.4,0.7%,1
802,110.5871549996,-7.5393286997,463.217,51.696,41408.4,51.714,42418.9,1.5,2.6%,1
803,110.5876234143,-7.5393285543,462.046,51.696,41460.1,51.709,42470.6,1.3,2.3%,1
804,110.5880918289,-7.5393284084,460.165,51.696,41511.8,51.73,42522.3,2.1,3.6%,1
805,110.5885602436,-7.5393282620,459.347,51.696,41563.5,51.702,42574,0.9,1.6%,1
806,110.5890286582,-7.5393281151,459.081,51.696,41615.2,51.697,42625.7,0.3,0.5%,1
807,110.5894970728,-7.5393279677,458.15,51.696,41666.9,51.704,42677.4,1.0,1.8%,1
808,110.5899654875,-7.5393278197,455.616,51.696,41718.6,51.758,42729.2,2.8,4.9%,1
809,110.5904339021,-7.5393276713,454.93,51.696,41770.3,51.7,42780.9,0.8,1.3%,1
810,110.5909023168,-7.5393275224,451.91,51.696,41822,51.784,42832.7,3.3,5.8%,1
811,110.5913707314,-7.5393273730,450.222,51.696,41873.7,51.723,42884.4,1.9,3.3%,1
812,110.5918391460,-7.5393272231,450.684,51.696,41925.4,51.698,42936.1,0.5,0.9%,1
813,110.5923075607,-7.5393270726,451.138,51.696,41977.1,51.698,42987.8,0.5,0.9%,1
814,110.5927759753,-7.5393269217,449.012,51.696,42028.7,51.74,43039.5,2.4,4.1%,1
815,110.5932443899,-7.5393267703,447,51.696,42080.4,51.735,43091.3,2.2,3.9%,1
816,110.5937128046,-7.5393266184,447.845,51.696,42132.1,51.703,43143,0.9,1.6%,1
817,110.5941812192,-7.5393264659,446.372,51.696,42183.8,51.717,43194.7,1.6,2.8%,1
818,110.5946496338,-7.5393263130,445.425,51.696,42235.5,51.705,43246.4,1.0,1.8%,1
819,110.5951180485,-7.5393261596,444.575,51.696,42287.2,51.703,43298.1,0.9,1.6%,1
820,110.5955864631,-7.5393260056,442.443,51.696,42338.9,51.74,43349.8,2.4,4.1%,1
821,110.5960548777,-7.5393258512,442.116,51.696,42390.6,51.697,43401.5,0.4,0.6%,1
822,110.5965232924,-7.5393256963,439.548,51.696,42442.3,51.76,43453.3,2.8,5.0%,1
823,110.5969917070,-7.5393255408,436.258,51.696,42494,51.8,43505.1,3.6,6.4%,1
824,110.5974601216,-7.5393253849,434.939,51.696,42545.7,51.713,43556.8,1.5,2.6%,1
825,110.5979285363,-7.5393252285,433.739,51.696,42597.4,51.71,43608.5,1.3,2.3%,1
826,110.5983969509,-7.5393250715,434.538,51.696,42649.1,51.702,43660.2,0.9,1.5%,1
827,110.5988653655,-7.5393249141,433.909,51.696,42700.8,51.7,43711.9,0.7,1.2%,1
828,110.5993337802,-7.5393247561,431.57,51.696,42752.5,51.749,43763.7,2.6,4.5%,1
829,110.5998021948,-7.5393245977,430.529,51.696,42804.2,51.706,43815.4,1.2,2.0%,1
830,110.6002706094,-7.5393244387,429.879,51.696,42855.9,51.7,43867.1,0.7,1.3%,1
831,110.6007390241,-7.5393242793,424.358,51.696,42907.6,51.99,43919.1,6.1,10.7%,1
832,110.6012074387,-7.5393241194,418.699,51.696,42959.3,52.005,43971.1,6.2,10.9%,1
833,110.6016758533,-7.5393239589,413.462,51.696,43011,51.96,44023,5.8,10.1%,1
834,110.6021442680,-7.5393237979,413.584,51.696,43062.7,51.696,44074.7,0.1,0.2%,1
835,110.6026126826,-7.5393236365,409.447,51.696,43114.4,51.861,44126.6,4.6,8.0%,1
836,110.6030810972,-7.5393234745,404.684,51.696,43166.1,51.915,44178.5,5.3,9.2%,1
